60,0.2571,233,1.0001
60,1.0407,516.2,1.9898
60,1.4363,547.53,299.69
60,17.281,255.72,311.14
60,6.7478,298.07,318.04
60,2.4612,344.88,317.88
60,22.48,379.93,312.04
60,0.5276,375.08,320
60,37.254,444.41,303.67
60,3.8514,433.88,317.74
60,6.1129,487.17,315.24
60,7.7864,498.95,318
60,2.9872,511.5,319.5
60,10.855,56.278,52.931
60,3.9126,10.5,47.998
60,1.85,467.56,51.564
60,0.79681,457.25,54
60,2.3507,8,64.167
60,0.48759,7.2339,67.396
60,4.6094,222.15,79.976
60,3.7578,354.53,85.486
60,6.3296,283.47,88.927
60,7.9088,72.296,93.226
60,8.3113,88.772,98.802
60,6.6871,103.39,106
60,6.6557,227.88,97
60,3.7746,38.753,122.26
60,11.991,14.799,135.85
60,0.068662,32.04,132.02
60,3.269,91.505,147.88
60,5.4858,166,161.13
60,5.4227,175.95,164.82
60,6.415,190.82,169.17
60,3.8717,235.38,170.42
60,1.5152,278.94,172.76
60,28.518,113.99,197.54
60,3.0328,268.5,182.43
60,7.1061,75.928,190.33
60,1.3425,325.78,187.17
60,27.233,234.45,206.61
60,6.6969,308.5,199.79
60,4.1329,262.75,199.27
60,11.272,43.834,200.19
60,5.5641,276.34,204.3
60,22.342,174.42,219.37
60,0.54835,291,202.77
60,1.4129,337.28,207.13
60,1.3141,341.25,209.08
60,0.62644,179,211.99
60,6.4887,316.23,218.35
60,1.7596,182.95,218
60,0.97318,168,220.66
60,21.372,217.12,239.92
60,1.8223,380.73,221.07
60,1.2837,185,224.46
60,0.71857,171.14,225.86
60,5.4607,393.98,229.9
60,0.817,184,227
60,0.16843,204.12,228
60,17.083,357.34,220.83
60,20.385,279.75,225.67
60,54.347,160.34,273.06
60,5.3728,385.97,241.98
60,1.82,260.65,240.23
60,1.2808,232,243.5
60,12.328,275.95,254.96
60,3.8263,259.5,246.64
60,10.038,366.98,236.65
60,25.295,415.57,245.55
60,0.72933,231.05,246.05
60,0.20201,240,246
60,26.628,462.5,269.35
60,0.76801,230.01,249
60,1.3723,41.187,251.29
60,5.3678,45.575,256.1
60,21.241,410.53,271.69
60,0.95183,440.95,257
60,1.934,39.527,259.81
60,0.83829,316.02,259.36
60,0.68589,443,258.7
60,4.2473,322.93,267.96
60,0.90232,465.03,264
60,23.115,90.469,280.81
60,20.886,336.65,286.37
60,0.60098,155.96,266.65
60,5.7139,215.54,271
60,1.336,431.6,267.97
60,1.2355,155,269.29
60,0.5163,419.12,269.05
60,0.83653,154,271.6
60,5.1923,295.91,275.4
60,3.1036,414.54,273
60,7.3067,278.13,280.19
60,6.9774,248.05,283
60,1.7864,498.78,278.61
60,3.1252,295.16,280.87
60,3.6676,530.6,281.33
60,0.62,133.24,280.1
60,1.5317,138.18,281.06
60,1.2514,361.5,280.67
60,0.66634,510.26,281.54
60,0.74511,425.59,282.39
60,0.52147,33.859,283.2
60,4.3451,212.5,286.97
60,0.62676,337.18,284
60,6.1863,501.22,288.22
60,1.2378,537.76,284.26
60,3.0854,30.5,287.49
60,12.317,263.5,281.05
60,0.68197,136.12,286
60,0.50663,149.58,286.12
60,0.57245,358.46,287.16
60,2.5452,118.55,289.49
60,1.0798,147.81,289
60,0.51991,145.85,292.21
60,1.8007,272.95,294.75
60,2.279,536.07,294.86
60,1.4624,240.5,294.9
60,2.9552,289.41,296.96
60,1.1974,168.62,297.57
60,14.526,512.31,297.47
60,4.1594,37.225,303.73
60,0.71198,166.73,302.81
60,3.4324,190.5,306.13
60,1.859,236.94,305.02
60,0.49164,136.82,304.84
60,1.7891,136,307.13
60,0.29679,353,305.98
60,0.054481,527.01,308.98
60,4.0984,512.42,312.5
60,1.6008,13.483,312.5
60,4.0694,359.65,314.26
60,1.2077,525.5,313.02
60,0.23101,105.15,314.01
60,2.2798,540.33,315.85
80,4.5041,171.17,316.9
80,2.6638,181.82,318.4
80,5.9715,217,317.29
80,4.5426,276.99,318.97
80,1.26,372.62,319.48
80,22.031,380.43,303.02
80,2.419,467.84,318
