30,57.43,142.03,42.235,20
20,131.51,473.66,115.17,0
20,2.9867,546.98,236.76,0
20,246.46,204,141.2,0
20,63.697,8.1466,256.3,0
200,2.9711,397.97,319.5,40
30,13.702,312.05,19.5,20
30,2.0492,91.503,78.558,20
30,3.0452,101.69,81.581,20
30,2.8173,397.11,91.896,20
60,8.8182,72.081,93.419,20
50,8.9702,88.968,98.475,20
30,2.1318,323.47,93.867,20
40,4.0171,454,96.874,20
30,1.5808,406.69,94.775,20
50,7.6823,103.8,105.36,20
30,10.513,473,113.63,20
30,3.4588,387.55,164,20
40,24.121,249.07,184.97,20
30,15.924,70.22,11.566,20
30,4.3452,184.02,1.9786,20
120,3.9519,217,1,20
90,6.6983,226.49,7.4991,20
50,0.84715,233,1.0001,20
30,0.56297,337.53,1.1288,20
30,10.202,388.89,7.0673,20
30,37.1,488,16,0
30,5.8068,533.65,4.3503,0
30,1.2724,547.53,23.887,20
30,0.76371,547.5,90.496,20
30,2.1263,546.81,209.57,20
30,6.4867,547.13,222.3,0
30,19.031,529.23,232.86,0
30,2.1607,546.07,242.03,0
30,1.7899,546.3,249.53,0
30,0.66265,547.43,257.69,0
30,0.53776,548,263,0
30,10.696,3,307.79,20
50,2.4457,547.51,299.53,40
30,139.71,135.91,262.5,0
30,30.159,259.52,316,20
30,15.927,305.53,319.28,20
30,127.41,421.87,293.08,0
30,1.7232,524.5,2.7734,20
30,18.901,421.7,11.323,0
40,4.8974,348.89,6.9344,20
30,1.6883,540.72,5.6507,20
40,8.8575,336.5,13.062,20
40,3.1557,449.83,8.2895,20
30,4.1606,541.5,11.224,20
30,10.145,207.39,19.137,20
40,2.4227,412.06,12.013,30
40,2.9969,527.55,13.285,20
50,11.049,191.51,20.5,20
40,12.223,242.34,23,20
30,1.8981,445.07,13.747,20
30,10.088,427.29,23.613,20
90,10.551,162.5,18.608,30
30,0.017928,396,15.007,20
70,5.3896,259.46,19.913,20
40,2.0052,448.89,17.071,20
30,0.43145,438.97,18,20
30,0.90961,393.74,19.305,20
30,0.65369,367.3,20.06,20
30,1.0739,400.04,21.052,20
40,2.0656,456.24,20.942,30
30,0.74827,529.5,20.457,20
30,1.1788,379.98,20.943,20
30,2.6125,390.34,24,20
30,0.10818,542,23.024,20
30,3.6071,538.92,27.155,20
30,0.87714,382.4,24.799,20
30,6.5471,221.35,31.696,20
30,23.116,442.92,40.5,20
30,2.4077,400.5,29.051,20
80,5.874,268.96,32,20
30,6.1179,407,31.197,20
30,5.3507,516.5,31.8,20
30,22.441,365.66,52,20
30,0.75945,296.31,31,20
30,1.8182,335.5,35.253,20
30,12.64,198.5,47.6,20
30,12.625,321.55,45.437,20
30,0.893,384.53,36.436,20
40,2.6115,502.41,37.687,30
30,7.3619,398.58,41,20
30,5.6957,508.69,41.167,20
30,2.6849,339.23,41.447,20
40,3.1355,475.01,40.465,30
30,32.07,35.306,58.631,20
30,1.6744,386.38,42.316,20
30,18.056,225.42,58.668,20
30,21.761,301.77,56.5,20
30,29.082,414.65,59.803,20
30,6.5375,476.46,48,20
30,0.2782,340.01,46.202,20
40,7.1164,274.8,51.531,20
30,2.4491,519,49.126,20
30,0.049127,241,48.004,20
30,0.92767,339.2,49.502,20
50,4.0992,466.81,51.027,20
30,1.5344,340,51.567,20
50,3.4601,456.7,54.118,30
30,7.915,472.46,60.445,20
30,0.70194,342.96,57.671,20
30,13.93,329.65,69.498,20
30,4.5735,452.72,61.7,20
30,1.8041,480.43,58.842,20
30,10.836,15.02,68.417,20
30,6.3967,258.9,66.196,20
30,17.799,382.5,78.048,20
30,13.562,215.06,77.562,20
30,0.13769,79.018,66.128,20
30,7.0458,251.5,74.021,20
30,16.501,274.9,81.608,20
30,11.48,461.41,73,20
30,0.57689,80.231,70.758,20
70,8.5492,322.41,78.459,20
30,0.072703,495.94,72,20
30,14.48,356.93,86.289,20
30,4.6584,246.06,77.851,20
30,4.267,488.09,78,20
30,1.205,75.99,77,20
30,1.0975,71.51,78.5,20
30,0.77821,74.594,80.53,20
30,1.1449,84.976,80.427,20
30,4.1597,479.63,82,20
30,1.5335,435.31,82.489,20
40,2.3601,444.5,83.57,20
30,4.8149,424,86.388,20
30,14.417,235.26,95.936,20
30,0.86372,97.5,85.552,20
30,2.5868,465.91,86.5,20
30,0.30309,543,85.08,20
30,14.384,308.99,97,20
30,1.2449,407.81,90.137,20
30,0.048499,483,90.026,20
30,0.3193,480,93.261,20
30,0.2253,482.21,93.051,20
30,1.0757,265.1,94.636,20
30,2.2266,388.01,96.166,20
30,2.4019,402.33,96.074,20
30,0.90973,442.25,94.52,20
40,8.6159,252,102.97,20
30,1.8206,414.56,96.102,20
40,2.0488,378.41,96.554,20
30,1.1404,474.5,96.117,20
30,0.39041,433.71,97,20
30,0.59754,439.89,97.531,20
30,1.0447,472.3,97.303,20
30,11.841,272.5,107.76,20
40,2.2979,391.78,99.768,20
30,1.2947,437,98.756,20
30,1.3433,470.97,99.139,20
30,8.4541,410.31,104,20
30,2.2004,432.96,100,20
30,2.1922,482.02,101.72,20
30,1.7485,447.5,102.61,20
30,14.156,63.257,115.38,20
30,2.5138,425.2,103.64,20
70,9.7519,293.83,111.8,20
50,12.304,330.4,110.6,20
30,13.901,311.83,116.97,20
40,18.428,37,122.79,20
30,18.416,382.61,114.96,20
30,1.8814,448.27,106.39,20
30,0.58523,49.346,107,20
30,12.676,76,120.01,20
30,15.241,513.35,121.5,20
30,16.218,93.249,126.51,20
30,0.95583,259.51,111.35,20
30,10.125,342.95,122.35,20
30,1.5786,356.53,115.19,20
30,0.92221,454.43,118,20
30,1.5174,455.16,120.71,20
40,5.2359,118.9,125.58,20
30,1.9109,397.92,122.61,20
30,2.075,403.14,122.13,20
30,3.4678,459.58,123.94,20
30,1.0456,331.6,122.66,20
30,2.1262,423.17,123.91,20
30,1.9556,355.76,125.54,20
30,1.664,367,124.85,20
30,1.8205,163.41,125.87,20
30,8.057,447.85,129.5,20
30,13.369,16.336,135.52,20
